,UserName,Contents,Label
2683,이미선,미친 개국빨갱 이  빨 갱이이런인간이장관  북에가라,0
218,glov****,정의를 외면한 명×권 판사님.. 조범동 영장을 기각시켰다고요? 5천만 국민들 가슴에 분노의 불을 지피는 거예요. 국민들 누구도 공정치 못한 처사에 분노를 참지 못할 겁니다. 이 나라에 파고든 악의 뿌리가 얼마나 깊은지 알 수 있겠군요.,1
1061,asia****,멍청한 문어벙때문에 나라가 길길이 갈리고 있다 정말 이인간은 하루라도 빨리 물러나게 해야 한다,1
2255,cjae****,조 X 공주마마에 비하며 정유라는 그냥 하녀급이네.,1
221,yps4****,조국이 장관 안했으면 사기와 공갈 협박으로 해쳐먹은 돈가지고 대대손손 희희낙락거리면서 잘 살았겠지~~ 이미 가족전체가 구렁텅이로 빠졌겠지만 정의가 살아있음을 보여주어야 한다.,1
760,msgl****,뽀빠이가 웃기기를. 대통령집개가 왜 안짖는지 물어봤더니 개가 왈 대통령 새끼가 도둑놈인데 누구에게 짖을수 있니?   ㅋㅋㅋ. 죄인이의 개. ㅋㅋㅋ,1
2841,ange****,윤석렬 검찰총장님 힘내세요.  집권 여당 간신들의 뻔뻔한 권력욕에 휘둘리지 마시길 바랍니다.,1
62,하루살이,"에휴.. 좌좀들이 광우뻥, 박그네 탄핵할때 처럼 멍청한 ♩~들, 문빠들 거짓정보로 선동질하고 속이고 있다는거 왜 모를까? 검찰이 죄도없는데 수사한다고? 죄가 없으면 법원에 판사가 압수수색 영장을 발부해주나? 죄가 없고 증거가 없으면 검찰에서 수사하지도 못해.. 으이구 모지리들아 그만좀 속아라..",0
257,love****,좌파판사 적폐판사,1
695,cool****,상황이 이런데도 유튜브에서 김어준이 조국 두둔하는거보면 기가 찰 노릇이다~~,1
2144,ohaioKim,조국이 자유한국당이였어도 이렇게 광적으로 커버쳤을까?나는 문재앙이 싫은 이유가 문재앙 측근은 광적으로 머리통없는것처럼 빨아재끼는게 지지자들때문에  더 민주당이 싫다.,0
240,sgki****,집구석이 사기 집단 이었구나 이런사람을 법무부  장관 이라  소.개.돼지.온동물이 웃고.이걸보고 또 배우는 사람도 있겠구나 우리나라 챙피다 전세계가 다보고 있다.빨리 구속  시키고 덮어라.,1
465,Daum Park,"정경심, 우리 나라 역사에 영원히 이름 석 자를 청사에 남길 것!",0
2037,세임,까면깔수록 부정을넘어 시궁창이네 게♪♪.,0
3021,재키,다음주갑니다 서초,0
2383,kdh5****,조국 캐슬 보다.  전국 고등학교. 대학교  386 전교조 좌파 교수들의. 자기 자식만  챙기는 .스카이 캐슬 [ 짜고 스펙 챙겨주기 ] 을 . 조사 해야 한다 .누가 = 우리 학부형 들이. . . .엄청 많을듯 하다. 이게 나라냐 / 386공화국 이지.,1
1485,brak****,더 끔찍한건 조국이라는 놈이 장관하겠다고 달라들지만 않았어도 대대손손 다해쳐먹었을거야,1
1913,jinh****,질문자 수준을 보면 대깨문의 실체가 보인다...이 수준이니 정경심 교수님 사랑합니다를 외치고 앉아있지...,1
1816,아무개나,경제  외교  안보  인사  뭣하나  제대로  하는게  없다 .,0
1397,장삼이사,빨갱이들은 거짓말도 밥먹듯 한다,0
598,멋진인생,조국씨를  언론에서 보고듣고 했지 특별히  더 많이 알지  못 합니다 그래도  조국씨 만큼   개혁적인 사람ㅤㅊㅏㅊ기 어려울것이고 지금처럼 털으면  과연 그자리에 떳떳이 오를사람 있을까 요  다소문제가 있다해도 조국 지지 합니다,0
2230,mli6****,강남양파 클래스는 영원하다ㅋㅋㅋㅋㅋㅋㅋ 가족 사기단,1
1916,희망찾아,교도소 있는 사람 아무나  데려다 법무부 장관시켜라 얘 보다는 낫겠다창피해서 얼굴을 못들겠다민정수석할 때그렇게 무능하더니만 이제는 비리 덩어리로 출현나라 꼬라지가 말이 아니다,0
962,deyu****,얼마나 범죄사실이 분명하고 크면면 도주해 잠적 했겠냐 그리고 거기에 전재산을 몰빵한 조씨가 몰랐다는걸 믿으라는거냐 딸 표창장 하나에도 몇번을 총장한테 전화해서 협박 회유 거짓을 일삼는 것들이 펀드건으론 조까랑 뒷구녕으로 얼마나 짜고치고 있겠냐 ㅉ ㅉ이것들은 아가리만 쳐 열면 거짓말이 자동으로 술술 조씨일당 꼭 법의 심판받게하라 국민의 명령이닷!,1
76,정 여사,조국은  몃달만더나가면  대한민국을 말아먹을노이다 속 다르고  ㄱㆍㄷ다르다  사람세워놓고 간 빼먹을놈 문제인  정부는 조국을  알면서도  장관을 시키니  모던것이  의문스럽다  잘못ㅤㄷㅙㄴ선텍을  알면서도  나두고잇다,0
873,jaem****,니들이 나중에 특권층 되어서 똑같이 저럴건데 공정과 정의를 따지려면 니들이 아니라 다른 대학생들이 나서야하지 않겠니? 그리고...검찰 수사 결과라도 미리 들었냐? 의혹만으로 도대체 뭐가 안된다고 그 난리냐....니들 가슴속에 어떻게 확신이 자리잡았는지 잘 모르겠다...니들 고딩때 다들 하던거라 그러냐? 그럼 나도 그랬다 나도 그랬다 그러니 이제부턴 그런 사회 만들지 말자라고 나와야지...하나만 신나게 잘라내고 희열을 느끼겠다는 거냐?,1
1305,자수하여광명찾자,그래서 어쩌라고!13년전 소송서류를 이제 와서 어쩌라고!위법행위도 아닌데  지금 시점에서 그걸 어쩌락!애 일기장까지 가져 갈려고 짜장면  처 먹고11시간  실갱이 했다며!개검짜검 니들이 사람이냐?,0
1105,okch****,"조국은 죄가 없다봉가... 다만 딸, 마누라, 5촌조카, 동생, 동생마누라, 돌아가신 아버지, 어머니, 펀드매니저, 한국투자증권직원, 동양대총장, 동양대 직원, 관악회, 단국대교수, 서울대, 부산대, 고려대, 공주대, 단국대, kist, 코이카, 한영외고.... 가 잘못했을뿐봉가",1
2107,yoo1592,"개 뼈다귀도 아닌놈 한마리로 나라가 이모양 이꼬라지 , .참 말로 다른나라 부끄러워 못살겠구나 이러고도, 문실장은섬나라보고 정직해라 외쳐대고 , .",0
2613,에디트마티스,"그렇게 본심이 드뎌 나왔네문재앙과 짝짝꿍해서자유대한민주공화국을사회주의 인민공화국으로나라를 조지려는본심이 나왔구나!!조국 감방,문재앙 탄핵!!",0
160,wbsd****,정확한 사유도 알아보지 않고 총리란 인간이 그것도 국회에서 저렇게 뻔뻔하게 거짓말을 하고 가짜뉴스를 생산하면 되는가? 조국의 검사 통화도 잘못된 일로 장관의 직권남용 소지가 충분함에도 그것은 애둘러 아쉬움이 있다라 끝내는가? 조국의 해임을 대통령께 건의하라. 그게 총리로서 현 시국의 심각함을 대통령께 전달하는 최선의 방법이다.,1
379,jole****,이정도면 거의 병적 사이코 집단ㅋㅋ,1
941,대포,주광덕 의워님 화이팅입니다! ㅎㅎ역시 검사 출신이십니다. 조국이 같이 맹무식쟁이는 법으로 조져 주세요. ㅋ,0
921,uhk4****,"문구라 정권이 도덕적, 양심적이고 자유민주적 헌법가치를 수호하는 거라면 조국이를 임명할 수가 없다. 절대로. 반국가적 반민주적 반헌법적인 권력의 횡포라 본다. 인사권의 남용이다. 그런 인사권을 가질 자격을 상실한 것이다. 대외적으로 엄청나게 국격을 손상시키는 행위를 다반사로 하고 있다.",1
666,jahn****,"보나마나 청문회 결과와 상관없이 문재앙은 동남아에서 전자결재로 조국 임명할 거임. ""기회는 불평등할 것입니다. 과정은 불공정할 것입니다. 결과는 내맘대로입니다",1
849,천지의구분,ㅋㅋ 검찰에서 협의했나보내 봐줄테니 조국 법무부장관 불리한 진술해달라고,0
1916,ychs****,"문빠300명 모아놓고 자화자찬 쏘한다고 했쟎아. 안보,외교는 커녕 경제폭망한것도 나오지도 않고 서울부동산이 이렇게 폭등하고 지방은  하락했는데 자신있다는 괘변과 소주성이 좋다는  이런 쑈...이게 나라냐?",1
2802,도토라,기레기와 기자는 분리되어야 한다.뭔 말인지 알까?,0
1455,happ****,조민은 왜 아무징계를 안받나요? 자기로인해 여러사람 인생 망가지는데. 어린나이도 아니고 책임질 나이에 벌어진 일인데 부모빽 뒤로 숨는느낌입니다. 숙명여고 쌍둥이도 아빠가 한일이고 자기들은 모른다하면 그만인데 그애들 처벌받지않았나요?형평성이 너무 없고 검찰이 아니라 법원이 더 형평성이 없어보입니다.조국네는 무슨 뭐든 간단하지않고 분명하지않고 서류하나도 똑바른것을 내놓지못하는데도 황제네요. 보통사람들같으면  감히 받지못할 대접을 받네요.,1
2644,cdk1****,"조국 힘내야지 암, 깜방갈려면 힘내야지 #조국힘내서사퇴하세요.♥",1
879,ocha****,학생들이여!전국대학생연합의 집회시위로가야합니다.학교단위로 집회해봤자 저들의비웃음만 삽니다.이젠  이대로 있을수없습니다.광화문광장이 우릴 기다리고 ㅤㅇㅣㅎ습니다. 타이밍놓치면 끝장입니다.이나라는 사회민주주의로 가는과정입니다.절대 용납할수없습니다.,1
2429,soon****,2030이 실망하지 않을 올바른 정책을 펴시길 바랍니다~,1
1789,zizi****,어쩐지 주변에 다 정부 욕하는 사람 밖에 없는데  너무 높더라 했다 조국 사태이후 정부에 더 열받는데 어떻게 다시 지지하냐?  하여튼 조작 선동은 역대급이다,1
2730,sl4j****,정말 대한민국 최고의 실수가 바로 문정부다!미쳤다 진짜!,1
1515,4goodsoul,선택적 공표니까 문제지!,0
2364,sone****,안희정이보다 더 악질인 색기가 조가넘인데 무신 헛소리냐?.... 뭐!! 전국구 인물? ... 미련한 놈들이 아직도 뭔 일이 벌어지고 있는지 모르고 있구먼!!....,1
1494,thanks-,10월 3일 사퇴 촛불에 앞서 방해 공작 촛불 난동이군...하는 짓이 이 정도...차떼기 부정선거를 방불케하는 차떼기 촛불 난동... 검찰은 저것들도 수사하자...,0
1159,최주영,성역없는 수사는 왜 진보쪽인사만 이냐?부정입학 사학비리 나경원강원랜드 입사비리 권선동떡값검사 뇌물수수 황교안 보수쪽은 성역이냐? 수사,0
1648,fate****,추운 날씨에도 집회에 참여한 여러분들 응원합니다. 같이 참여못해 죄송할 따름이네요. 조국사퇴로 끝나선 안됩니다. 문대통령은 이미 대통령으로서 자격이 없습니다. 하야해야 합니다.,1
439,yhss****,100배임~~~숫자도 못세고 거짓부렁만하는 좌빠,1
2147,zzu1****,로스쿨.의전원.치전원 수준떨어짐. 권력층 자녀들 비리입학 수두룩,1
2945,annh****,"기가막히네, 과학영재에 인문학도 영재인가보네.누가준지도 모르는 서울대 장학금에, 총장도 모르는 표창장이라니....잘 키워서 노벨상 받게해야것네. 이래도 가족은 제외하라고?",1
1101,너의바램,자한당도 똑같이 털꺼지?,0
265,kwh8****,가족 사기단이네ㅋ 이런데도 지지하는 놈들은 뭐지?,1
936,후폭풍,"검찰은  철저히  수사하여  의법처리하여, 낙마시켜,  법대로가  뭔지  문통과  민주당에  한수가르쳐라!   또,  망둥이가 뛰니, 꼴뚜기도 뛴다고,    유 모  같이 설치는것들도  예의주시해봐야한다!세상이  드럽게  돌아가니,  별  꼴같잖은것들이  한자리씩하려드네,  그려!",0
2277,도나,이렇게 말많은 사람을 왜 임명하려는건 ㅉㅉ 그렇게 인물이 없냐 조국은 사퇴하라,0
1747,ansk****,특보 ! 대한민국 국민 90% 이상은 박찬주 대장을 국방부장관으로 하여 공산 사회주의  국가파괴 주사파 정권이 군무장해제 시키고 군을 민병대를 만든 공산 토착빨갱이들을 완전히 초토화 시켜주기를 강력히 바란다.,1
3050,욕쳐라,조게조거 머리털 깎은거 어쩔거냐ㅋㅋ깎으니  지지율만 깍아먹고 ㅋㅋ가져다 붙일 수도 없구 ㅋㅋ황칠득 ㅋㅋ,0
285,abel****,판사가 돈 받은 걸 시인해도 구속도 안시키는 아주 가벼운 사안인데 그 당시 이사라 한들 판사들이 관심이나 가지겠어요?  검찰개혁이 먼저가 아니라 사법부 개혁이 먼저인듯. 법은 최소한인데 이제 이 치소한의 상식과 규범조차 무너지는 사회네요,1
2425,webz****,"나도 갔다왔는데.. 어르신들만 계실줄 알고 많이 망설였는데 의외로 젊은사람 많더라. 한국당이 딱히 좋은건 없는데 공산주의, 사회주의는 정말 싫다. 조국같은 위선자 때문에 더싫어졌다.",1
2272,grace,양파...  까도까도 끝이 안보인다ㅠ,0
2483,bros****,광화문 가보고 얘기해라. 발디딜 틈이 없다. 거의 매주 10만 이상씩 모이는데. 언론에서 말 한번 안했는데. 드뎌 말하네~~,1
528,다티안나,백번맞는얘기다. 니들도 혜택받은 자들이야~,0
1165,ktm1****,좌빨들아!!!!  이번사건으로    동양대에   그어떠한      불이익이 주어지면        절대 용서못한다!!!!,1
1063,jame****,"지능이 낮은 광신도 달창들이 만들 수 있는 유일한 논리는  조중동 타령. 교주는 쩝쩝이, 부교주는 젖국, 신도는 달창, 환상의 쓰레기더미.",1
2235,조강,숨쉬는것만  사실이고삶  자체가  온통거짓과 위선이다,0
2883,jauy****,윤총장을  통령으로,1
1198,스마일vV,조국은양심있으면  사퇴하라 ! ! 그자리가그렇게  탐나나본데  이미 부정부폐로   낙인된자를  더이상용서는없다 !  너자신이 적폐요  너자신이 그대상이다 !,0
1711,ligh****,여론조사 그딴건 관심없고 내생각대로 판단한다 지금은 성과가 나와야 하는데 무슨헛짓거리만 하고 다닌다가 결론이다,1
318,gpft****,내 그럴줄 알았다OOO들 많아요 뭐 엇그제 여의도 에서는 조국 잘생겼다고 지랄들 하네.가서 니 남편 새끼들이나 챙기지남편 한테는 꽂바구니는 커녕~~조국 한테 꽃바구니 보내는 정신 나간 여편내들 뭘로 치료 하지요걱정 이네요,1
390,소울굿,"좌파들 내로남불 개혁 다 아무짝에도못쓰는거다검찰개혁,공수처 ?좌파 독재하려고?좌파는  대한민국 암적존재다",0
1865,김재천,잘들하고 계십니다.  더욱. 분발 들 하시길,0
731,mchk****,조국의 청문회 거짓말이 탈탈 털리는구나  ㅎㅎ 60억대 금수저가 집에 PC가 없었나 ㅎㅎ 할일 있으면 USB에 담아가면 되지 통째로 들고가 ㅎㅎ~국민을 바보 천치로 생각하지 않았다면 있을 수 없는 발언이다. 누가 조국을 절도죄로 고소  좀 해주세요~ 조국은 소시오페스라는 정신병인듯 하다~목적을 위해 태연하거 거짓말을 하고도 죄책감을 모르는 병이다,1
2400,까꿍,오히려  조국가족이  사기 당했네요,0
351,ceo4****,정말한계를 넘는다 하는 수준이,1
2129,lcli****,학부형 인턴쉽 프로그램 만들어 시행하고 있는 한영외고도 조사해주세요.,1
204,김영대,채용비리 시험문제는 출제해준건 맞지만비리하고는 관계없다매번 이렇게 염장을 질러요,0
2069,hako****,ㅋㅋ 의총내용에 국민은 하나도 없고 선거와 정권만 있구만,1
2064,무영객,위장이혼을 왜하냐 바로 기술보증기금이 돈갚아라 조국형제들에게 소송들어오니까 위장이혼을하고 부인한테 재산넘기고 조국형제는 나돈없어하는거지 재산있다면 압류들어올수도 잇으니까 이 기자들이 무식해서 문제의 핵심을 제대로 기사를 못싸서 무슨동생의 이혼문제인양 오도하는게 한심한거지 만약에 아직도 기술보증기금에 재산이잇으면서 빚안갚고 있다면 조국은 그냥 신용불량자다,0
1482,opera3003,☆☆☆ 정신이 썩은 늠들이 다 모였네 ! 정의가 먼지도 모르고 ㆍ휩쓸려 가지마라,0
238,jewe****,법원이 권력에 기생해 범죄자에게 이로운 판결을 하는데도 보도하는 신문을 까는 좌빨들 . 이것들은 인간도 아니다 . 선악도 구분할줄 모르고 같은편이라고 범죄자 가족을 위해 시위까지도 한다 미쳐도 이렇게 미칠수 있나?,1
2565,나는나,"앞으로 우리 아이와 관련된 모든 내용은 녹취와 동영상 촬영, 당사자 인증샷을 꼭 챙겨야 겠다. 10년전일이고 모든게 정황이고 사람들 진술뿐인데 객관적인 증거나 자료없이 어느 한쪽만 언론이 편들어주는 미친 세상이다.",0
549,94leesy,이영훈이가 서울대 명예 교수랍니다 서울대 그잘난 서울대 와 그 잘나신 서울대 총학에서는 이영훈 서울대 명예교수 에 대한 입장발표가 없으실까 조국교수는 의심만으로도 개때처럼 들고 일어나시고 집회도 하시는데 그 잘난 서울대 총학은 이영훈 서울대 명예교수께서  우리나라 독도가 일본꺼라데 찬성하시나 보네  ㆍ 난 아직 그대들의 정의감을 믿는다 수많은 민주열사들이 독재에 저항했고 그독재자들자들이 지금의  자한당 임을 잊지말길  바란다,0
389,cjd2****,대한만국  너무  아프고  슬프다 ㅠㅠ,1
2533,mumm****,역시 전라도 쓰래기들!,1
1631,jsd5****,광화문에 계신 국민들 수고 많으셨습니다 어제 그 곳에 가서 마음을 함께하려 했는데 못갔네요 응원합니다~~♡,1
1472,나무,끝까지 언론은 진실을 얘기하지 않고 국민을 속인다,0
685,Vivi,팩트 확인하려하지않는 조중동 언론들이 던지고보는 이런 무책임한 글쟁이들이 언론인이라고 자부심을 가지고 살수있을까요 저같으면 선배님들이 유신정권에 대항하시던 영정에   뵐면목이 없을것같아요,0
137,insk****,"이낙연이는 가짜뉴스에 즉시 사과하고, 가짜뉴스를 제공한 관계자를 즉각 파면하라!",1
2180,hobb****,우선 학위 취소하고 고졸로 복귀시켜야지... 저 더러운 놈 딸 때문에 열심히 공부한 한 명의 학생이 희생된 것이나 다름 없는 건데...,1
2058,하얀구름,인물 없구나.........................  문정부,0
989,ijky****,인터폴에 5촌 조카 수배 요청해라~,1
2708,dolc****,조중동 니네가 언론이냐,1
1304,uppe****,"캬~~~ 어쩜 저렇게 형, 동생, 부인, 조카, 딸, 아들 할것없이 가족구성원 전체가 거짓말을 밥 먹듯이 하냐?",1
740,ppon****,나중에 아이피주소 서울대로 확인되면 딸이 아빠 사무실 와서 썼다 할거다. 사유는 집에 있는 컴퓨터 2대가 고장났는데 엄마 학교는 영주에 있어서 아빠 사무실에 와서 썼다고 핑계될거고. 뭐 이정도만 핑계대도 지지자들은 알아서 또 고개끄덕이고 퍼 나를테니.,1
2936,TM,진보 기회주의자 심상정.노회찬 남겨준 유산을 갉아먹고 있음.정의당 점점 꼴보기 싫어짐.,0
2504,june****,야ㅋㅋㅋㅋ호남은ㅋㅋㅋㅋ역시대단하네.....이정도면 문재인이 나라를 팔겠다고해도 찬성하겠네?,1
2656,lees****,이런 사람에게  힘내세요 ?   참 더러운 세상이다.,1
2879,여시아문,걸레신문.노무현 등 뒤에서 비수 꽂은 악질중의 악질 한걸레.,0
2667,choi****,조국 과 문재인 같이 손잡고 떠나라 북한으로,1
1656,삼손,도둑놈 잡아 조사하는데 금을훔친것이냐? 돈을훔친것이냐? 조사과정에 이도둑놈은 봐주자자고  압력넣으니 돈도훔치고 금도훔쳤다고 소문을냈어. 왜?  대충조사하고 덮으라고 압력이 들어오니 소문내버리면 압력이 머석해지니까.  그런데 이제는 도둑놈은 영웅만들고 잡아조사하는 사람은 역적만들고 있구나.  아~~~세상참 뭐하다,0
1620,.,사퇴 하기전에 김학의 구속은 시키고 사퇴하세요,0
2283,Opener_,그래서  뭐가  문젠데?엄마가 안해주는 애들이  몇이나되는데?,0
234,닉네임을 등록해 주세요,조국너진짜로어디까지냐 이런개  교수라고온집안이비리 정경심 이거는뭐어디까지가거진인고 샹     애들까지조국너   집구석개판이구나,0
1287,반딧불,문제인 탄핵에 한표 추가,0
309,1982****,문재인의 광기와 더불어 역사상 유래없는 광기가 이나라를 오염시키고있다.,1
1999,김세환,요거 특검해야할사항이네 안그래요?,0
2163,tran****,제1저저가 한영외고생이면 백퍼 단국대가 뭐지하고 감사한다. 근데 교수가 아예 단국대 학생으로 조작해서 단국대 검열 통과하고 바로 고대 통과하고 의전원 통과한거지. 이건 정유라급이다.  조국 딸은 오늘부터 고졸이다.,1
2547,vitamin,난 모른다고 자기체면 걸고... 우기다가 증거나오면 몰랐다... 식구들이 한일이다... 난 전화하지 않았다... 아내가 전화한걸 넘겨받아 통화했다...내가 절대 하지않았다 ... 코메디도 아니고....,0
818,ryuj****,서울대도 참 애잔하다. 이런 애들이 정의를 말하니 참...........,1
22,tpqm****,문댓통령퇴진서명도해주시기바랍니다!!!  내가지금 남대문시장을다녀왔는데   곳곳에가게가비어있어서 상인에게물어봤더니 남대문시장내에  5천개의가게가비어있답니다!!!!  이게 나라이고 저런게대통령입니까!!!!!,1
680,샤꼰느,하다하다 깔게 없으니까 가족을 건드리고 그것도 가짜뉴스 만들어서 진짜처럼 유포하고.  자한당은 일본의회의 돈을 받은 사람부터 조사를 철저히 해야하고 받았다면 아니 지원받고 보은의 의미로 이런 미친짓을 해댄다면 이완용과 다를바 없다고 생각합니다,0
333,yes1****,조국이란이름쓰지마라    열받는다  여기는 부정부패 반칙만있는  대한만국,1
454,박짱,"법을 어긴자들은 엄정히 처벌을 받아야한다.  그렇지 않으면 대한민국이 걱정된다.  엄정히 어느 누구에게나 똑같이 적용되는 법집행이 있을때  그것이 진짜 정의롭고, 진짜 공정한 나라인 것이다.  대한민국의 말없이 침묵하고있는 대다수의 선량한 국민들이 바보가 아니다.  법을 어기것이 있다면  어느 누구라도 엄격히 처벌해야 대한민국이 나라다운 나라, 공정한 나라라고 할수 잇지 않나?  이번일을 계기로 진보 진영을 정말 다시보게 되었다.  이제는 다시는 속지 않겠다. 한심한... 아전인수식의 해석... 자기네들만이 옳다고 믿는 한심한...",0
538,bosc****,"옳고 그름, 공정과 정의 언제부터. . .무척 힘들어졌다.진영 싸움이 아니고 진실을 말해 달라는데. . .진실을 밝히는게 왜? 이리도 힘든건지. . .고위직이 도덕성이 안되어도 법을 피해서 위법만 아니면 되는건가? 일반 국민들 대부분은. . .평생 살면서 법없이도 살아갈 정도로 남에게 피해안주고 이웃과 잘 지내는데. . .법은 최소한의 지켜야되는 기준이지. . .누군가를 판단하는 기준은 아니다. 사람이 사람을 믿는건 그 사람의 사람됨과 그 사람의 진실성아닌가? 말과 행동이 틀린사람을 믿고 따를수 있는건가? 진짜 잘 모르겠다.",1
424,lnra****,ㅋㅋㅋ어디 더 해봐라 돈 언제 떨어지나 궁금하다,1
2541,panw****,이런데 어떻게 찬성이 38만이냐~조작 한거지<U+0001F621>,1
1136,후폭풍,"검찰은  철저히  수사하여  의법처리하여, 낙마시켜,  법대로가  뭔지  문통과  민주당에  한수가르쳐라!   또,  망둥이가 뛰니, 꼴뚜기도 뛴다고,    유 모  같이 설치는것들도  예의주시해봐야한다!세상이  드럽게  돌아가니,  별  꼴같잖은것들이  한자리씩하려드네,  그려!",0
1389,J S KIM,온가족이 입만 열면 거짓말~~!!조가 마누라는 '자식이 소환돼서 피눈물이 난다.딸 생일인데 가족끼리 식사도 같이 못했다고' 말했다.근데 그날 조가 ♬♪은 1인분에 최저 9만원하는 중식당에서지인들과 생파를 즐겼다.암튼 입만 열면 거짓말하는건문제인이하고 꼭 닮았어.유유상종 이라고 하던가?????,0
2964,yame****,조용히 있었으면 니들이 뭐했든 아무도 모르게 딸내미 인생이라도 창창하고 본인도 충분히 명예로운 위치에서 살았을텐데 온갖 수단과 방법을 가리지 않고 더럽게 살아온 나나들을 하나씩 끄집어내니 자기도 당황스럽겠지 본인 앞길이며 딸 인생이며 마누라며 참 한통속이라는 말이 맞다 콩가루다..,1
2726,dueh****,좌파들은 그러겠지 조윤선도 결국 장관임명된거 아니냐 늘 불리하면 지난정권에서 다 된거다....니들이 적폐라고 그랬던 지난정권과 판박이 짓을 하는데 그럼 지금현정부도 적폐임을 인정하는거지,1
782,Michelle,너나 가족 관리나 잘하세요~경향신문 가자님들장제원 아들 15시간전에 3억짜리 벤츠 몰고 음주운전하다가 사고 냈다죠? 19살 짜리가 3억 짜리 벤츠..명의가 누구인지 증여세  냈는지어디서 누구랑 술먹고 사고 냈는지국민들이 궁금해 합니다..취재 좀 부탁드립니디~~자식문제있는 사람은 공직자 하면 안된다고 했지요..장제원한테 인터뷰 부탁 드립니다..언제 사퇴할껀지~~,0
2805,enpl****,역사상 가장 중요한 검찰수사입니다 일본과 등지고 한미동맹 파탄나고 중국 러시아 간보고 북한의 적화통일이 가장 근접한 대한민국 역사상 최고 위기의 순간에 빨갱이 몸통수사입니다 윤석렬 총장님이 애국심으로 수사해주시길 진심으로 바랍니다,1
1394,wall****,조국가족은 사기쳐도 된다고? 좌파가 싫어졌어. 평생 민주당밖에 몰랐지만 지금 하는 짓들은 양아치도 이런 양아치가 따로없다. 지금도 과거 5공 시대 마인드의 민주당이.21세기 수권능력이 있다 생각하지 않는다.,1
1235,꿈쟁이,윤석열 총장이 자신의 말처럼 권력을 섬기는 게 아니라 나라에 충성하는 사람이라면조국은 ㅈ 됐다고 본다.,0
2024,Patriot,가족 전체가 사기꾼들입니다.법무장관이 아니라 감옥으로 가야할 인간들입니다.,0
777,oran****,거짓말이 들통났다.  논문 작성을 대신해준것이 맞다. 그래서 번역이 개판인것이다. 조국 영어실력이 그정도 밖에 안되니까.  지말대로 법대교수가  의대논문을  만들려니  허접하게 쓸수밖에. 결국은 병리학회에서 논문취소 받았다. 그동안 법지식을 120%활용해서  거짓말로 방어하고있다. 이런 작자가 변호사가 안되었기에 천만다행이다. 얼마나 많은 범죄인을 만들어 내었을지 끔찍하다. 자유대한민국을 부정하는 사회주의자가 법대교수 하고 있었으니  그동안  법대생들이 얼마나 좌경화되어 사회 곳곳에 뿌리 내렀을까?  실체를 알았으니 좌파 탈출해라,1
206,sjhm****,이거 모든 법조인들이 구속될거라고 예상했다 아무리 문정권이 깔아둔판사놈이라해도 준놈들이 구속되었는데 받은놈이 기각된다는건 있을수없기때문인데.   충격이다 이정도로 노골적일꺼라 생각못했다,1
1241,vudr****,헌정사상  장관집 수색에 국민들은 넘 늦었다하고있는데 뭔 개뿔 뜯어먹는소릴 하는가한번도 죄송스런마음 없고 입으로 얘기도 안하는 니가 누굴 개혁 한다구?마치 자기 임 무인양 너말고도 할사람 많어걱정말고 내려와,1
517,모든소원,저런 수준이 서울대다.,0
816,이러지말자,이런사람말만 듣고 압수수색한 검찰,0
2734,쵸코볼,너 아웃 시끼려고 민주당 가입했다아이 러브 재팬 티 입고 ♪♪할때도  아들이니깐 하고 넘어 갔어지  하지만 오늘 너 보고 확신이 생겨네왜구 밀정 찰스한테 있다가 왜 안 나가고 있나 했다아이 러브 제팬아,0
2733,core****,참으로 대단한 능ㅤㄹㅖㄱ자 이십니다 제기랄 대한민국이 저리 쉬운이 자신들은 오죽 할까? 그러니 이 난리에도 어린것들이  고개 빳빳이 들고 있지 질못을 모르니 당연한 것이고 개 같은 사회가 청년들에겐 희망을 잃어 가는데 저 자식들은 말만하면 금수저스팩으로 다되니 에에라 양심에 터러조차 아까운  가족 사기단 집달아,1
158,seap****,문재앙.조국.이낙연  주사파 빨갱이 정권패거리들은 거짓말이 일상화되어있는 놈들ㅡ 이런인간들에게 정권을 쥐어준 개.돼지 국민들도 반성해라ㅡ국제사회에 얼굴들기 민망한일이다ㅡ,1
514,자연과 함께,노무현 대통령 죽이기에 1등공신 경향이 왠일로 이런 기사를 실어주지? 니들 공주대 교수 인터뷰하고 왜 기사화 하지 않았어? 니들 그 프레임에 어긋나는 내용이니까?,0
898,아싸,공산당처럼    까대기  해대는구나 ㅡ민주당,0
953,광야의 소리,검찰총장 세워놓고  비판 하는 민주당너희들이 떳떳하면 왜  비판하냐공정  정의를  말한 너희가떳떳하게 수사 받아라거짓 이었는지 진실한지  판별 될텐데뭐가 두려워  언로ㆍ 플레이 하냐뒤가 구린 모양이구나사기당 민주 더듬당아,0
1956,jjs2****,"국민이 듣고 싶은 이야기가 아니라  본인이 하고 싶은 이야기를 했다.  짜고치는 판,  A4용지를 들고 읽는 것은 대화가 아니다. 국민들은 바보가 아니다. 팬미팅인가?  정치,  경제, 안보, 청년일자리, 남북관계,  한미관계.... 원했는데,   채널을 돌렸다.",1
